label,TextData
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
spam,"Romantic Paris. 2 nights, 2 flights from �79 Book now 4 next year. Call 08704439680Ts&Cs apply."
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
spam,Urgent Ur �500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 �1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
spam,UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 �1.50perWKsub
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,"Sorry, I'll call later"
ham,I cant pick the phone right now. Pls send a message
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,Not getting anywhere with this damn job hunting over here!
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,Just sleeping..and surfing
ham,Thanks for picking up the trash.
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,That means get the door
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,Beerage?
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,Dont think so. It turns off like randomlly within 5min of opening
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, �3 per pole. UnSub 08718727870."
ham,Gud mrng dear hav a nice day
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,All e best 4 ur driving tmr :-)
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT��S AL!!!!!!!!!
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,it's really getting me down just hanging around.
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
ham,Ok i msg u b4 i leave my house.
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
spam,"Last Chance! Claim ur �150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. �3.00 Sub. 16"
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
spam,You have won a guaranteed �200 award or even �1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
ham,K I'll be there before 4.
ham,I dled 3d its very imp
ham,"sure, but make sure he knows we ain't smokin yet"
ham,Boooo you always work. Just quit.
ham,I am taking half day leave bec i am not well
ham,Ugh I don't wanna get out of bed. It's so warm.
ham,S:)s.nervous  &lt;#&gt; :)
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,I borrow ur bag ok.
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,Where's my boytoy? I miss you ... What happened?
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,Also are you bringing galileo or dobby
ham,Then why you not responding
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & I��LLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,On the road so cant txt
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Have a good evening! Ttyl
ham,Hmm .. Bits and pieces lol ... *sighs* ...
ham,Hahaha..use your brain dear
ham,Hey. You got any mail?
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz haven��t sent u 1 in ages started driving so stay off roads!RVx
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,Surely result will offer:)
ham,Good Morning my Dear........... Have a great &amp; successful day.
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
spam,Last chance 2 claim ur �150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. �3.00 Sub. 16 . Remove txt X or STOP
ham,I luv u soo much u don��t understand how special u r 2 me ring u 2morrow luv u xxx
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
ham,K.k:)when are you going?
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
spam,"Today's Offer! Claim ur �150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. �3.00 Sub. 16 . Unsub reply X"
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,"I am real, baby! I want to bring out your inner tigress..."
ham,No da if you run that it activate the full version da.
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
ham,Going to take your babe out ?
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,Spoons it is then okay?
ham,Did he just say somebody is named tampa
ham,In work now. Going have in few min.
ham,Your brother is a genius
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,Dude ive been seeing a lotta corvettes lately
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net �1.50pm approx 3mins
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,I'll text you when I drop x off
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, �500 Cash or �100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,Are you in castor? You need to see something
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. �1.50 SP:Tyrone
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Dude we should go sup again
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,Gibbs unsold.mike hussey
ham,I like to talk pa but am not able to. I dont know y.
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,You unbelievable faglord
ham,Wife.how she knew the time of murder exactly
ham,Why do you ask princess?
ham,I am great princess! What are you thinking about me? :)
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
ham,Hope you are having a good week. Just checking in
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,How is it possible to teach you. And where.
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,Lovely smell on this bus and it ain't tobacco... 
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,Hey what's up charles sorry about the late reply.
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,WHITE FUDGE OREOS ARE IN STORES
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,I am sorry it hurt you.
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,Ok lor but not too early. Me still having project meeting now.
ham,"Call me da, i am waiting for your call."
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
ham,Dont talk to him ever ok its my word.
ham,When u wana see it then
ham,On ma way to school. Can you pls send me ashley's number
ham,It shall be fine. I have avalarr now. Will hollalater
ham,She went to attend another two rounds today..but still did't reach home..
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,K:)i will give my kvb acc details:)
ham,Oh all have to come ah?
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over �1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,So do you have samus shoulders yet
ham,What time you think you'll have it? Need to know when I should be near campus
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or �1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,Then dun wear jeans lor...
ham,"Since when, which side, any fever, any vomitin."
ham,K:)k.are you in college?
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,I cant wait to see you! How were the photos were useful? :)
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
ham,Chk in ur belovd ms dict
ham,Is that what time you want me to come?
ham,"Awesome, lemme know whenever you're around"
ham,Shb b ok lor... Thanx...
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
ham,Also remember to get dobby's bowl from your car
spam,Filthy stories and GIRLS waiting for your
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Welp apparently he retired
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Where @
ham,U sure u can't take any sick time?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
ham,Are you this much buzy
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,I am not sure about night menu. . . I know only about noon menu
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,Are you willing to go for aptitude class.
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,"Haha awesome, omw back now then"
ham,Yup i thk so until e shop closes lor.
ham,what is your account number?
ham,Eh u send wrongly lar...
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,Ok i shall talk to him
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
ham,Another month. I need chocolate weed and alcohol.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Reckon need to be in town by eightish to walk from * carpark.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
ham,Yo guess what I just dropped
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,I'm in office now . I will call you  &lt;#&gt;  min:)
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
ham,"Yun ah.the ubi one say if �_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.̬n"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,26th OF JULY
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,Up to �_... �� wan come then come lor... But i din c any stripes skirt...
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,"I can't, I don't have her number!"
ham,Change again... It's e one next to escalator...
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,Then �_ wait 4 me at bus stop aft ur lect lar. If i dun c �_ then i go get my car then come back n pick �_.
ham,"Aight will do, thanks again for comin out"
